Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days (may exhibit anomalies due to delayed reporting),Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17,NAAT positivity rate - last 7 days,Total NAATs - last 7 days (may be an underestimate due to delayed reporting),Positivity Rate,Population 5-11,Population 12-17,Population 5+,Population 12+,Population 65+,Total Population,"Proportion Vaccinated, Total",Proportion Vaccinated of Eligible Population,"Proportion Vaccinated, 65+","Proportion Vaccinated, 12-17"
2021-09-10,Orange,FL,1393452,7317,209419,38816,0,1310,NA,0.139,682,NA,0.22,4871,0.24,851,784980,149136,0.869,928165,166082,51182,0.497,69601,NA,NA,0.139,124840,110580,1369568,1244728,179437,1457445,0.5386000843942653,0.5731588354868105,0.8311329324498292,0.4628504250316513
2021-09-10,Palm Beach,FL,1496770,6887,207314,53874,0,2883,NA,0.15,641,NA,0.21,3570,0.18,770,832427,298272,0.818,971086,336418,40714,0.412,52379,NA,NA,0.15,108526,97075.8,1410416,1301890,361966,1486178,0.5601125840915422,0.590199629045615,0.8240331964880679,0.4194042181470562
2021-09-10,Polk,FL,724777,6192,114558,24792,0,1387,NA,0.206,545,NA,0.39,1549,0.62,187,325121,113729,0.768,394073,131037,16136,0.291,21928,NA,NA,0.206,61955,54464.399999999994,678404,616449,147122,719665,0.45176714165618725,0.4792439313447444,0.7730251084134256,0.29626691930875954
2021-09-10,Pinellas,FL,974996,5696,121998,32658,0,1671,NA,0.158,660,NA,0.2,3077,0.17,521,538168,197059,0.796,612257,217748,19512,0.361,24148,NA,NA,0.158,61164,53810.399999999994,950340,889176,252022,992298,0.5423451422858859,0.5662899593829577,0.7819118965804572,0.36260648499174886
2021-09-10,Duval,FL,957755,4137,154892,33230,0,1483,NA,0.138,503,NA,0.24,3187,0.25,992,469988,118928,0.858,558778,135424,23768,0.355,31739,NA,NA,0.138,87818,70273.2,934514,846696,145007,1002075,0.4690147943018237,0.5029223746246713,0.8201535098305599,0.3382228217869686
2021-09-10,Pasco,FL,553947,3821,69324,18103,0,802,NA,0.201,321,NA,0.26,1400,0.17,287,265975,98150,0.782,312740,112577,13511,0.344,17036,NA,NA,0.201,44088,37853.4,521221,477133,124451,549517,0.4840159631094215,0.5102921793250847,0.788663811459932,0.35692962851421534
2021-09-10,Brevard,FL,601942,3685,73263,13129,0,914,NA,0.152,252,NA,0.22,1594,0.23,249,321019,118345,0.812,378150,133938,13882,0.353,17584,NA,NA,0.152,43486,38833.2,583385,539899,147991,611202,0.5252257027954751,0.5502695475543594,0.7996770073855842,0.35747762224076307
2021-09-10,Manatee,FL,403253,3066,58560,12472,0,689,NA,0.159,205,NA,0.3,729,0.25,120,205358,89104,0.787,242998,100958,7981,0.309,10757,NA,NA,0.159,28627,24964.2,387004,358377,113781,405480,0.5064565453289928,0.5306353422703641,0.783118446840861,0.3196978072599963
2021-09-10,Marion,FL,365579,3052,50468,12779,0,996,NA,0.213,243,NA,0.31,834,0.16,229,173682,82370,0.772,201089,89388,6328,0.273,8451,NA,NA,0.213,26979,22926,354159,327180,108683,372469,0.466299208793215,0.49040685116007215,0.7578922186542514,0.27601849428596353
2021-09-10,Sarasota,FL,433742,2867,50677,17957,0,844,NA,0.172,271,NA,0.28,1293,0.31,258,261601,136069,0.84,313554,160655,8162,0.362,10905,NA,NA,0.172,24028,22290,425883,401855,164723,441179,0.592958867035829,0.6142555584514996,0.8260473643632037,0.3661731718259309
2021-09-10,Seminole,FL,471826,2537,56239,12628,0,516,NA,0.16,54,NA,0.27,253,0.1,122,244492,58702,0.779,274648,63512,17054,0.483,20050,NA,NA,0.16,39812,35093.4,461372,421560,77793,486795,0.5022483797080907,0.5299237925145003,0.7545923155039657,0.48596032302370246
2021-09-10,Escambia,FL,318316,2523,52131,8871,0,706,NA,0.274,243,NA,0.24,1270,0.19,264,136119,44081,0.808,165074,50787,4910,0.23,6537,NA,NA,0.274,26549,24466.800000000003,307570,281021,56074,327107,0.4161298902194083,0.4425626686607927,0.7861219103327746,0.20068010528552976
2021-09-10,Osceola,FL,375751,2458,65941,13066,0,529,NA,0.166,139,NA,0.33,609,0.19,216,215360,45614,0.898,261698,52465,15818,0.494,22271,NA,NA,0.166,38076,33550.2,376817,338741,54266,401594,0.5362629919769718,0.5715241085195201,0.8405631518814728,0.4714725992691549
2021-09-10,Lake,FL,367118,2248,48074,10596,0,663,NA,0.185,222,NA,0.34,747,0.28,113,203856,91224,0.918,237099,101019,8724,0.357,11357,NA,NA,0.185,28089,24258,359389,331300,102242,377680,0.5397585257360729,0.5672293809771585,0.8922360673695742,0.35963393519663617
2021-09-10,Volusia,FL,553284,2196,68166,11790,0,846,NA,0.138,189,NA,0.21,1524,0.36,222,278524,114244,0.829,325130,127753,10564,0.318,13368,NA,NA,0.138,37731,34284,526525,488794,137573,552328,0.5042728233947944,0.5289853283319881,0.8304245745894907,0.3081320732703302
2021-09-10,St. Lucie,FL,328297,2193,42587,10853,0,657,NA,0.216,163,NA,0.24,619,0.24,152,155788,61152,0.756,186389,69970,7440,0.329,9635,NA,NA,0.216,24772,21553.8,306013,281241,79416,322154,0.483582386063808,0.5090894831265338,0.7700211544273194,0.3451827519973276
2021-09-10,Collier,FL,384902,2156,52184,10906,0,551,NA,0.177,215,NA,0.35,877,0.5,116,229472,111387,0.879,268018,125055,7467,0.32,10116,NA,NA,0.177,25588,22994.4,376747,351159,129633,393793,0.5827223947606992,0.609087796319546,0.8592488023882807,0.3247312389103434
2021-09-10,Santa Rosa,FL,184313,2064,28626,2815,0,291,NA,0.239,35,NA,0.2,158,0.04,31,73213,24272,0.806,91360,29467,3549,0.248,4648,NA,NA,0.239,16027,13812.6,176590,160563,30559,186998,0.39151755633750096,0.4145931253185345,0.7942668281030139,0.25693931627644323
2021-09-10,Leon,FL,293582,1767,46121,11086,0,332,NA,0.114,119,NA,0.23,851,0.09,263,139655,35570,0.872,163112,39576,8013,0.436,9953,NA,NA,0.114,21795,25484.4,287773,265978,42164,303541,0.46008611686724366,0.48529570182053217,0.8436106631249407,0.3144276498563827
2021-09-10,Okaloosa,FL,210738,1719,30691,3473,0,367,NA,0.25,100,NA,0.25,437,0.14,121,95051,29507,0.858,114548,32690,3822,0.26,5232,NA,NA,0.25,18106,14181,193095,174989,33668,206418,0.46047825286554467,0.4922499287915275,0.876410835214447,0.2695155489739793
2021-09-10,St. Johns,FL,264672,1593,35826,7146,0,221,NA,0.124,56,NA,0.24,335,0.2,79,156838,51106,0.935,175349,54506,10269,0.48,12429,NA,NA,0.124,24024,21507,261818,237794,56834,275222,0.5698599675898003,0.5990344437739192,0.8992152584720414,0.4774724508299623
2021-09-10,Alachua,FL,269043,1460,35631,11239,0,285,NA,0.145,338,NA,0.2,1799,0.18,483,150887,36359,0.926,172300,39202,7722,0.508,9557,NA,NA,0.145,19429,21043.199999999997,258736,239307,39810,272746,0.5532143459482449,0.5831697173953373,0.9133132378799297,0.366959397810219
2021-09-10,Hernando,FL,193920,1314,25198,5801,0,482,NA,0.229,165,NA,0.39,508,0.26,122,87057,40246,0.754,101981,44106,3292,0.256,4325,NA,NA,0.229,14004,12369,186290,172286,53678,195123,0.4461647268645931,0.46731977025068444,0.7497671299228734,0.2661492440779368
2021-09-10,Clay,FL,219252,1269,30483,5990,0,352,NA,0.189,112,NA,0.26,561,0.14,291,86534,25760,0.719,106233,30729,5233,0.278,6930,NA,NA,0.189,20294,18224.4,211370,191076,36535,223483,0.3872061857054004,0.40939584614656765,0.7050773231148214,0.28714251223634246
2021-09-10,Charlotte,FL,188910,1263,20108,5757,0,437,NA,0.239,127,NA,0.23,663,0.23,104,105726,62049,0.805,130347,73649,2082,0.254,2870,NA,NA,0.239,8667,7905,182580,173913,76723,188061,0.5621899277362132,0.5790667104830759,0.8087405341292703,0.2633776091081594
2021-09-10,Indian River,FL,159923,1119,20077,6631,0,306,NA,0.206,82,NA,0.37,324,0.29,61,89868,46343,0.856,111454,55525,2652,0.292,3689,NA,NA,0.206,9657,8856,154227,144570,54400,160707,0.559204017248782,0.5826995273201191,0.8518933823529412,0.2994579945799458
2021-09-10,Citrus,FL,149657,1074,17728,3288,0,463,NA,0.273,93,NA,0.34,332,0.07,80,72635,42264,0.769,83946,46693,1511,0.19,2018,NA,NA,0.273,8709,7641.6,145746,137037,55549,151314,0.4800282855518987,0.49836702207950817,0.7608417793299609,0.19773345896147404
2021-09-10,Highlands,FL,106221,1072,13663,3448,0,366,NA,0.233,104,NA,0.42,305,0.35,65,44487,25125,0.656,58443,32237,1085,0.176,1590,NA,NA,0.233,7011,5986.8,100545,93534,37889,105105,0.4232624518338804,0.4424586006265851,0.663121222518409,0.1812320438297588
2021-09-10,Bay,FL,174705,900,30288,2780,0,394,NA,0.186,60,NA,0.26,440,0.21,143,69730,23300,0.716,85286,26023,2409,0.202,3289,NA,NA,0.186,14327,11853.6,167679,153352,33126,177856,0.39205874415257286,0.4158541021833384,0.703374992453058,0.2032293986636971
2021-09-10,Martin,FL,161000,809,18054,5621,0,335,NA,0.188,94,NA,0.3,491,0.08,283,87478,42449,0.836,103673,47888,3123,0.326,4064,NA,NA,0.188,10168,9198,156129,145961,51330,162810,0.5373011485780972,0.5602930909696469,0.8269822715760764,0.3395303326810176
2021-09-10,Flagler,FL,115081,794,12928,2158,0,114,NA,0.134,37,NA,0.33,163,0.5,15,62337,29613,0.825,71946,32491,2265,0.31,2831,NA,NA,0.134,7550,7131.6,112192,104642,36393,116671,0.53429729752894894,0.55562785225328,0.8137004368972055,0.317600538448595
2021-09-10,Putnam,FL,74521,715,11099,2865,0,160,NA,0.226,36,NA,0.56,91,0.13,62,24107,10633,0.602,30876,12883,875,0.165,1295,NA,NA,0.226,6081,5100,69205,63124,17408,73398,0.32844219188533746,0.34834188281193557,0.6108111213235294,0.1715686274509804
2021-09-10,Nassau,FL,88625,624,14350,3203,0,127,NA,0.163,22,NA,0.39,58,0.18,21,43228,17498,0.865,49584,19031,1616,0.266,2117,NA,NA,0.163,6998,5849.4,84631,77633,20347,89151,0.4848851947818869,0.5107821011213385,0.8599793581363346,0.2762676513830479
2021-09-10,Columbia,FL,71686,604,13643,2694,0,170,NA,0.198,46,NA,0.52,123,0.29,45,24191,9497,0.688,29794,10390,885,0.17,1344,NA,NA,0.198,6087,5130,67171,61084,13734,71288,0.3393418247110313,0.36014053683881436,0.6914955584680356,0.17251461988304093
2021-09-10,Hendry,FL,42022,571,7014,1583,0,87,NA,0.258,15,NA,0.76,16,0.03,11,15708,4558,0.789,19614,5072,830,0.221,1185,NA,NA,0.258,4329,3586.2,37962,33633,5631,40936,0.38372093023255816,0.4137822032558875,0.8094477002308649,0.23144275277452458
2021-09-10,Walton,FL,74071,561,11617,1196,0,89,NA,0.24,52,NA,0.12,50,0.47,24,28034,10813,0.722,35081,12803,845,0.172,1234,NA,NA,0.24,6037,4767,70267,64230,15049,74427,0.37666438254934365,0.3989639517839099,0.7185195029570071,0.17726033144535347
2021-09-10,Sumter,FL,132420,519,12941,3582,0,284,NA,0.163,48,NA,0.22,290,0.25,33,95135,70056,0.909,106714,76180,685,0.217,944,NA,NA,0.163,3823,3189,134692,130869,79884,137317,0.6928129801845365,0.7063151486354052,0.8769716088328076,0.2148008780181875
2021-09-10,Suwannee,FL,44417,509,8310,1613,0,140,NA,0.267,NA,NA,NA,NA,NA,NA,13385,6258,0.648,16938,7015,397,0.122,595,NA,NA,0.267,3853,3349.2,44020,40167,10108,46509,0.2877937603474596,0.3040663334847796,0.6191135734072022,0.11853576973605638
2021-09-10,Okeechobee,FL,42168,481,6470,2117,0,89,NA,0.222,35,NA,0.38,100,0.18,28,15751,7122,0.84,18825,7778,506,0.168,743,NA,NA,0.222,3477,2912.4,39869,36392,8538,42449,0.37105703314565713,0.39506885048533946,0.8341531974701335,0.17373987089685483
2021-09-10,DeSoto,FL,38001,421,6058,1838,0,97,NA,0.258,21,NA,0.51,35,0.29,8,13604,5749,0.672,17997,6805,486,0.194,770,NA,NA,0.258,2653,2404.2,34803,32150,8245,36613,0.37156201349247536,0.390885843174439,0.6972710733778047,0.2021462440728725
2021-09-10,Levy,FL,41503,409,6094,1331,0,56,NA,0.247,NA,NA,NA,NA,NA,NA,15540,7226,0.692,19533,8616,468,0.171,708,NA,NA,0.247,3260,2670.6,39710,36450,10524,41859,0.3712463269547768,0.3913371946612944,0.6866210566324591,0.17524151875982927
2021-09-10,Hardee,FL,26937,358,5267,948,0,45,NA,0.312,0,NA,0,35,NA,0,8810,3174,0.676,10511,3375,380,0.163,532,NA,NA,0.312,2803,2382.6,25727,22924,4809,27585,0.31937647272068154,0.34244179266918023,0.6600124766063631,0.1594896331738437
2021-09-10,Jackson,FL,46414,351,9185,1366,0,158,NA,0.124,25,NA,0.38,100,0.35,26,15888,6335,0.662,19936,7551,274,0.089,470,NA,NA,0.124,3343,3105.6000000000004,44792,41449,9741,47261,0.3361757051268488,0.35470619753527416,0.6503439071963865,0.08822771767130344
2021-09-10,Monroe,FL,74228,340,9859,1933,0,52,NA,0.13,17,NA,0.22,128,0.26,27,47918,16679,0.946,57924,19042,1442,0.402,1895,NA,NA,0.13,4458,3682.2,72921,68463,18129,76335,0.6277330189297177,0.6571220910300188,0.9200176512769596,0.39161370919558963
2021-09-10,Wakulla,FL,33739,331,5608,988,0,56,NA,0.17,NA,NA,NA,NA,NA,NA,12246,4448,0.829,15941,5257,538,0.21,772,NA,NA,0.17,2702,2419.8,32053,29351,5377,33815,0.3621469761939968,0.3820547218669079,0.8272270782964478,0.22233242416728655
