Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days (may exhibit anomalies due to delayed reporting),Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17,NAAT positivity rate - last 7 days,Total NAATs - last 7 days (may be an underestimate due to delayed reporting),Positivity Rate,Population 5-11,Population 12-17,Population 5+,Population 12+,Population 65+,Total Population,"Proportion Vaccinated, Total",Proportion Vaccinated of Eligible Population,"Proportion Vaccinated, 65+","Proportion Vaccinated, 12-17"
2021-02-12,Monroe,FL,74228,103,5528,1685,1,42,NA,0.075,8,0,0.04,128,0,23.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,4458,3682.2,72921,68463,18129,76335,NA,NA,NA,NA
2021-02-12,Levy,FL,41503,99,2704,812,0,24,NA,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,3260,2670.6,39710,36450,10524,41859,NA,NA,NA,NA
2021-02-12,Hendry,FL,42022,87,4166,483,5,62,NA,0.139,2,0,0.13,25,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139,4329,3586.2,37962,33633,5631,40936,NA,NA,NA,NA
2021-02-12,DeSoto,FL,38001,84,3511,820,2,69,NA,0.099,6,0,0.19,25.71428571428572,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,2653,2404.2,34803,32150,8245,36613,NA,NA,NA,NA
2021-02-12,Okeechobee,FL,42168,80,3396,1299,1,69,NA,0.089,13,4,0.12,100,0.11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,3477,2912.4,39869,36392,8538,42449,NA,NA,NA,NA
2021-02-12,Wakulla,FL,33739,78,3080,549,3,44,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,2702,2419.8,32053,29351,5377,33815,NA,NA,NA,NA
2021-02-12,Bradford,FL,28201,78,2765,541,2,48,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137,2214,1822.8,27387,25173,5191,28906,NA,NA,NA,NA
2021-02-12,Hardee,FL,26937,74,2688,379,0,24,NA,0.15,3,0,0.01,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,2803,2382.6,25727,22924,4809,27585,NA,NA,NA,NA
2021-02-12,Jackson,FL,46414,74,5791,1074,5,138,NA,0.033,6,0,0.08,100,0.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,3343,3105.6000000000004,44792,41449,9741,47261,NA,NA,NA,NA
2021-02-12,Suwannee,FL,44417,64,4962,1022,1,119,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,3853,3349.2,44020,40167,10108,46509,NA,NA,NA,NA
2021-02-12,Washington,FL,25473,55,2554,354,3,38,NA,0.119,0,0,0.04,37,0.06,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,1971,1731,24077,22106,4369,25397,NA,NA,NA,NA
2021-02-12,Gulf,FL,13639,50,1784,283,1,35,NA,0.187,4,0,0.09,25,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,1106,888.5999999999999,14129,13023,3927,14829,NA,NA,NA,NA
2021-02-12,Taylor,FL,21569,41,2568,450,2,37,NA,0.093,0,0,0,12,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,1786,1435.8,21534,19748,4776,22762,NA,NA,NA,NA
2021-02-12,Jefferson,FL,14246,41,1362,309,0,22,NA,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,986,843,14256,13270,3665,14887,NA,NA,NA,NA
2021-02-12,Madison,FL,18493,41,1901,598,2,39,NA,0.04,3,0,0.08,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,1410,1200.6,18382,16972,4071,19299,NA,NA,NA,NA
2021-02-12,Gilchrist,FL,18582,38,1283,310,0,28,NA,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,1425,1363.8,17251,15826,3764,18218,NA,NA,NA,NA
2021-02-12,Holmes,FL,19617,36,2139,221,0,41,NA,0.104,0,0,0.09,20,0.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,1538,1372.2,19083,17545,4036,20211,NA,NA,NA,NA
2021-02-12,"Unallocated, FL",FL,NA,36,3384,24763,0,0,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-12,Calhoun,FL,14105,36,1574,338,0,36,NA,0.036,1,0,0.03,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,1183,1049.4,14287,13104,2841,15008,NA,NA,NA,NA
2021-02-12,Union,FL,15237,30,1702,236,0,70,NA,0.144,0,0,0,6.285714285714286,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,1221,1030.2,14703,13482,2357,15511,NA,NA,NA,NA
2021-02-12,Dixie,FL,16826,27,1427,312,2,15,NA,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,1229,1038,15971,14742,3963,16738,NA,NA,NA,NA
2021-02-12,Hamilton,FL,14428,19,1539,223,3,21,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,1039,954.6,13851,12812,2705,14648,NA,NA,NA,NA
2021-02-12,Franklin,FL,12125,18,1265,175,1,11,NA,0.097,1,0,0.05,15,0.01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,728,622.8,11778,11050,2966,12295,NA,NA,NA,NA
2021-02-12,Liberty,FL,8354,18,1019,127,0,14,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,583,544.8,8449,7866,1326,8837,NA,NA,NA,NA
2021-02-12,Lafayette,FL,8422,9,1543,174,1,24,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,705,694.8,8446,7741,1518,8799,NA,NA,NA,NA
2021-02-12,Glades,FL,13811,2,872,45,1,14,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,772,753.6,12899,12127,3665,13290,NA,NA,NA,NA
2021-02-13,Miami-Dade,FL,2716940,10446,391162,140826,157,5121,NA,0.112,757,213,0.15,6010.690476190475,0.07,1854.571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,226130,196555.8,2749608,2523478,486183,2918507,NA,NA,NA,NA
2021-02-13,Broward,FL,1952778,5905,183224,63852,79,2229,NA,0.119,590,144,0.14,4580.857142857141,0.12,1009.428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,160586,136860.6,1852867,1692281,336796,1965657,NA,NA,NA,NA
2021-02-13,Palm Beach,FL,1496770,3349,113457,35528,66,2315,NA,0.099,365,53,0.11,3640.857142857143,0.08,744.4285714285713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,108526,97075.8,1410416,1301890,361966,1486178,NA,NA,NA,NA
2021-02-13,Orange,FL,1393452,2892,108617,31069,14,1015,NA,0.071,388,326,0.09,4688,0.08,827.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,124840,110580,1369568,1244728,179437,1457445,NA,NA,NA,NA
2021-02-13,Hillsborough,FL,1471968,2677,105621,28815,43,1395,NA,0.067,381,137,0.08,4098.928571428572,0.04,658.7142857142858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,131031,111872.4,1417396,1286365,219352,1508560,NA,NA,NA,NA
2021-02-13,Duval,FL,957755,2239,85764,20389,63,1012,NA,0.066,244,105,0.11,3277,0.14,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,87818,70273.2,934514,846696,145007,1002075,NA,NA,NA,NA
2021-02-13,Polk,FL,724777,1896,53925,17032,42,1050,NA,0.096,253,99,0.13,1517.428571428572,0.18,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,61955,54464.399999999994,678404,616449,147122,719665,NA,NA,NA,NA
2021-02-13,Pinellas,FL,974996,1787,62788,22169,42,1372,NA,0.053,319,194,0.09,3056,0.08,450.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,61164,53810.399999999994,950340,889176,252022,992298,NA,NA,NA,NA
2021-02-13,Lee,FL,770577,1390,55176,11802,21,849,NA,0.078,95,39,0.09,1568.047619047619,0.05,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,52144,46294.2,738212,686068,225470,773456,NA,NA,NA,NA
2021-02-13,Brevard,FL,601942,1282,31741,8058,31,697,NA,0.063,86,11,0.08,1387,0.06,190.1428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,43486,38833.2,583385,539899,147991,611202,NA,NA,NA,NA
2021-02-13,Volusia,FL,553284,1171,33034,8769,62,604,NA,0.073,137,24,0.1,1564,0.11,197.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,37731,34284,526525,488794,137573,552328,NA,NA,NA,NA
2021-02-13,Pasco,FL,553947,975,31371,10034,23,600,NA,0.069,123,49,0.08,1339.142857142857,0.03,236.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,44088,37853.4,521221,477133,124451,549517,NA,NA,NA,NA
2021-02-13,Marion,FL,365579,890,26111,8010,24,673,NA,0.107,116,28,0.16,811.1428571428571,0.04,206.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,26979,22926,354159,327180,108683,372469,NA,NA,NA,NA
2021-02-13,Manatee,FL,403253,888,30118,8247,41,547,NA,0.075,56,42,0.11,716.2857142857142,0.05,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,28627,24964.2,387004,358377,113781,405480,NA,NA,NA,NA
2021-02-13,Seminole,FL,471826,842,25606,7421,12,398,NA,0.074,35,14,0.12,253,0.02,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,39812,35093.4,461372,421560,77793,486795,NA,NA,NA,NA
2021-02-13,Osceola,FL,375751,835,35150,7669,16,400,NA,0.082,44,82,0.17,586,0.11,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,38076,33550.2,376817,338741,54266,401594,NA,NA,NA,NA
2021-02-13,Escambia,FL,318316,796,32590,5886,35,585,NA,0.126,105,36,0.11,1253,0.28,158.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,26549,24466.800000000003,307570,281021,56074,327107,NA,NA,NA,NA
2021-02-13,Leon,FL,293582,793,27937,7163,12,260,NA,0.051,59,118,0.08,851,0.02,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,21795,25484.4,287773,265978,42164,303541,NA,NA,NA,NA
2021-02-13,Lake,FL,367118,715,23215,7575,44,503,NA,0.07,128,52,0.16,747.5714285714287,0.07,101.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,28089,24258,359389,331300,102242,377680,NA,NA,NA,NA
2021-02-13,St. Lucie,FL,328297,630,20772,7152,21,522,NA,0.09,11,4,0.09,613,0.04,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,24772,21553.8,306013,281241,79416,322154,NA,NA,NA,NA
2021-02-13,Sarasota,FL,433742,627,25878,6805,26,676,NA,0.053,70,7,0.07,1172.428571428572,0.06,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,24028,22290,425883,401855,164723,441179,NA,NA,NA,NA
2021-02-13,Collier,FL,384902,617,28978,5818,9,428,NA,0.067,85,1,0.11,873.2857142857142,0.11,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,25588,22994.4,376747,351159,129633,393793,NA,NA,NA,NA
2021-02-13,St. Johns,FL,264672,546,19401,5377,6,180,NA,0.058,150,14,0.08,335,0.06,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,24024,21507,261818,237794,56834,275222,NA,NA,NA,NA
2021-02-13,Alachua,FL,269043,496,21693,12635,12,191,NA,0.035,117,16,0.05,1744.119047619047,0.04,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,19429,21043.199999999997,258736,239307,39810,272746,NA,NA,NA,NA
2021-02-13,Santa Rosa,FL,184313,473,16390,1889,16,238,NA,0.137,12,3,0.11,157,0.05,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137,16027,13812.6,176590,160563,30559,186998,NA,NA,NA,NA
2021-02-13,Okaloosa,FL,210738,459,17823,2098,11,307,NA,0.118,32,7,0.12,430,0.06,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,18106,14181,193095,174989,33668,206418,NA,NA,NA,NA
2021-02-13,Bay,FL,174705,418,17783,1678,15,315,NA,0.132,49,10,0.15,439,0.2,115.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,14327,11853.6,167679,153352,33126,177856,NA,NA,NA,NA
2021-02-13,Clay,FL,219252,392,16129,3964,17,283,NA,0.091,51,17,0.13,517.5714285714286,0.11,162.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,20294,18224.4,211370,191076,36535,223483,NA,NA,NA,NA
2021-02-13,Hernando,FL,193920,354,10572,2824,15,368,NA,0.127,75,36,0.12,553,0.08,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,14004,12369,186290,172286,53678,195123,NA,NA,NA,NA
2021-02-13,Indian River,FL,159923,336,10386,6284,12,250,NA,0.063,19,4,0.09,324,0.16,36.28571428571428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,9657,8856,154227,144570,54400,160707,NA,NA,NA,NA
2021-02-13,Citrus,FL,149657,331,9252,1817,6,362,NA,0.1,36,10,0.14,332,0.03,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,8709,7641.6,145746,137037,55549,151314,NA,NA,NA,NA
2021-02-13,Charlotte,FL,188910,260,10194,3231,18,323,NA,0.063,36,22,0.09,643,0.03,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,8667,7905,182580,173913,76723,188061,NA,NA,NA,NA
2021-02-13,Sumter,FL,132420,228,7551,2411,9,215,NA,0.086,41,0,0.15,290,0.1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,3823,3189,134692,130869,79884,137317,NA,NA,NA,NA
2021-02-13,Martin,FL,161000,226,10035,3518,6,262,NA,0.053,52,1,0.16,440,0.02,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,10168,9198,156129,145961,51330,162810,NA,NA,NA,NA
2021-02-13,Nassau,FL,88625,226,7406,2098,8,105,NA,0.07,6,2,0.14,58,0.05,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,6998,5849.4,84631,77633,20347,89151,NA,NA,NA,NA
2021-02-13,Highlands,FL,106221,223,6875,2371,10,282,NA,0.081,51,4,0.14,305.1428571428571,0.08,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,7011,5986.8,100545,93534,37889,105105,NA,NA,NA,NA
2021-02-13,Walton,FL,74071,180,6772,822,5,76,NA,0.099,21,0,0.08,136,0.19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,6037,4767,70267,64230,15049,74427,NA,NA,NA,NA
2021-02-13,Flagler,FL,115081,137,5584,1148,3,76,NA,0.07,14,1,0.13,163,0.22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,7550,7131.6,112192,104642,36393,116671,NA,NA,NA,NA
2021-02-13,Columbia,FL,71686,114,7464,1385,5,148,NA,0.081,15,9,0.17,93.85714285714286,0.15,28.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,6087,5130,67171,61084,13734,71288,NA,NA,NA,NA
2021-02-13,Gadsden,FL,45660,109,5296,937,3,77,NA,0.09,0,0,0,58,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,3886,3340.2,43699,39813,8696,46481,NA,NA,NA,NA
2021-02-13,Baker,FL,29210,102,3212,475,1,54,NA,0.103,1,0,0.03,22,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,2740,2265,27074,24334,4067,28864,NA,NA,NA,NA
2021-02-13,Levy,FL,41503,101,2728,749,1,25,NA,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,3260,2670.6,39710,36450,10524,41859,NA,NA,NA,NA
2021-02-13,Putnam,FL,74521,89,5679,1329,6,110,NA,0.09,10,4,0.16,87,0.05,37.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,6081,5100,69205,63124,17408,73398,NA,NA,NA,NA
2021-02-13,Monroe,FL,74228,86,5541,1561,1,42,NA,0.068,7,0,0.04,128,0,23.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,4458,3682.2,72921,68463,18129,76335,NA,NA,NA,NA
2021-02-13,DeSoto,FL,38001,79,3524,704,2,69,NA,0.099,6,0,0.19,26.14285714285715,0.06,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,2653,2404.2,34803,32150,8245,36613,NA,NA,NA,NA
2021-02-13,Okeechobee,FL,42168,77,3405,1274,1,69,NA,0.088,13,4,0.11,100,0.11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,3477,2912.4,39869,36392,8538,42449,NA,NA,NA,NA
2021-02-13,Hendry,FL,42022,77,4174,475,3,62,NA,0.135,2,0,0.12,25,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,4329,3586.2,37962,33633,5631,40936,NA,NA,NA,NA
2021-02-13,Wakulla,FL,33739,73,3089,511,6,48,NA,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,2702,2419.8,32053,29351,5377,33815,NA,NA,NA,NA
2021-02-13,Bradford,FL,28201,69,2767,517,2,48,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,2214,1822.8,27387,25173,5191,28906,NA,NA,NA,NA
2021-02-13,Jackson,FL,46414,69,5803,1104,5,138,NA,0.028,8,0,0.08,100,0.2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,3343,3105.6000000000004,44792,41449,9741,47261,NA,NA,NA,NA
2021-02-13,Suwannee,FL,44417,69,4982,1048,1,119,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,3853,3349.2,44020,40167,10108,46509,NA,NA,NA,NA
2021-02-13,Hardee,FL,26937,66,2694,353,1,25,NA,0.153,2,0,0.01,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153,2803,2382.6,25727,22924,4809,27585,NA,NA,NA,NA
2021-02-13,Washington,FL,25473,47,2558,350,4,39,NA,0.109,0,0,0.02,37,0.04,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,1971,1731,24077,22106,4369,25397,NA,NA,NA,NA
2021-02-13,Gulf,FL,13639,47,1791,266,1,35,NA,0.192,2,0,0.08,25,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192,1106,888.5999999999999,14129,13023,3927,14829,NA,NA,NA,NA
2021-02-13,Madison,FL,18493,45,1909,497,2,39,NA,0.05,3,0,0.1,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1410,1200.6,18382,16972,4071,19299,NA,NA,NA,NA
2021-02-13,Jefferson,FL,14246,39,1365,262,0,22,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,986,843,14256,13270,3665,14887,NA,NA,NA,NA
2021-02-13,Gilchrist,FL,18582,37,1290,349,0,28,NA,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,1425,1363.8,17251,15826,3764,18218,NA,NA,NA,NA
2021-02-13,Taylor,FL,21569,33,2571,395,3,38,NA,0.073,0,0,0,12,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,1786,1435.8,21534,19748,4776,22762,NA,NA,NA,NA
2021-02-13,Holmes,FL,19617,29,2144,189,0,41,NA,0.09,0,0,0.08,20,0.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1538,1372.2,19083,17545,4036,20211,NA,NA,NA,NA
2021-02-13,Calhoun,FL,14105,29,1579,300,0,36,NA,0.023,1,0,0.04,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,1183,1049.4,14287,13104,2841,15008,NA,NA,NA,NA
2021-02-13,"Unallocated, FL",FL,NA,25,3388,22607,0,0,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,Union,FL,15237,24,1704,228,0,70,NA,0.127,0,0,0,7.142857142857142,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,1221,1030.2,14703,13482,2357,15511,NA,NA,NA,NA
2021-02-13,Dixie,FL,16826,23,1428,313,2,15,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,1229,1038,15971,14742,3963,16738,NA,NA,NA,NA
2021-02-13,Hamilton,FL,14428,20,1544,160,3,21,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,1039,954.6,13851,12812,2705,14648,NA,NA,NA,NA
2021-02-13,Liberty,FL,8354,18,1023,113,0,14,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,583,544.8,8449,7866,1326,8837,NA,NA,NA,NA
2021-02-13,Franklin,FL,12125,10,1265,157,1,11,NA,0.089,1,0,0.06,15,0.01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,728,622.8,11778,11050,2966,12295,NA,NA,NA,NA
2021-02-13,Glades,FL,13811,9,879,48,1,14,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,772,753.6,12899,12127,3665,13290,NA,NA,NA,NA
2021-02-13,Lafayette,FL,8422,8,1546,175,1,24,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,705,694.8,8446,7741,1518,8799,NA,NA,NA,NA
2021-02-14,Miami-Dade,FL,2716940,10656,392842,147223,162,5141,NA,0.109,759,203,0.15,6014.285714285716,0.07,1853.714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,226130,196555.8,2749608,2523478,486183,2918507,NA,NA,NA,NA
2021-02-14,Broward,FL,1952778,5994,184110,65818,77,2239,NA,0.115,556,133,0.14,4587.761904761906,0.12,1012.142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,160586,136860.6,1852867,1692281,336796,1965657,NA,NA,NA,NA
2021-02-14,Palm Beach,FL,1496770,3444,114083,37366,73,2322,NA,0.1,379,52,0.1,3638.571428571429,0.08,744.7142857142858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,108526,97075.8,1410416,1301890,361966,1486178,NA,NA,NA,NA
2021-02-14,Orange,FL,1393452,2968,109087,31588,14,1015,NA,0.069,373,306,0.09,4694.999999999999,0.08,833.0000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,124840,110580,1369568,1244728,179437,1457445,NA,NA,NA,NA
2021-02-14,Hillsborough,FL,1471968,2763,106060,30866,43,1395,NA,0.069,385,141,0.08,4100.428571428572,0.04,658.4285714285717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,131031,111872.4,1417396,1286365,219352,1508560,NA,NA,NA,NA
2021-02-14,Duval,FL,957755,2149,86024,21426,62,1016,NA,0.067,248,105,0.11,3277,0.14,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,87818,70273.2,934514,846696,145007,1002075,NA,NA,NA,NA
2021-02-14,Polk,FL,724777,1960,54235,17762,48,1056,NA,0.096,260,91,0.14,1517.571428571428,0.18,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,61955,54464.399999999994,678404,616449,147122,719665,NA,NA,NA,NA
2021-02-14,Pinellas,FL,974996,1679,63023,23159,41,1372,NA,0.053,299,195,0.09,3052.714285714286,0.09,450.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,61164,53810.399999999994,950340,889176,252022,992298,NA,NA,NA,NA
2021-02-14,Lee,FL,770577,1326,55346,12018,25,854,NA,0.073,89,36,0.08,1569.047619047619,0.05,247.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,52144,46294.2,738212,686068,225470,773456,NA,NA,NA,NA
2021-02-14,Brevard,FL,601942,1282,31906,8035,27,702,NA,0.065,81,12,0.08,1387,0.06,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,43486,38833.2,583385,539899,147991,611202,NA,NA,NA,NA
2021-02-14,Volusia,FL,553284,1140,33196,9562,54,604,NA,0.071,130,24,0.1,1564,0.12,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,37731,34284,526525,488794,137573,552328,NA,NA,NA,NA
2021-02-14,Pasco,FL,553947,972,31508,10935,25,602,NA,0.068,129,44,0.08,1339.714285714286,0.03,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,44088,37853.4,521221,477133,124451,549517,NA,NA,NA,NA
2021-02-14,Manatee,FL,403253,933,30256,9013,41,547,NA,0.075,56,40,0.11,716.2857142857142,0.05,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,28627,24964.2,387004,358377,113781,405480,NA,NA,NA,NA
2021-02-14,Marion,FL,365579,875,26227,8680,3,674,NA,0.103,119,27,0.15,812.7142857142858,0.04,206.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,26979,22926,354159,327180,108683,372469,NA,NA,NA,NA
2021-02-14,Osceola,FL,375751,863,35276,8194,16,400,NA,0.08,36,82,0.17,586,0.12,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,38076,33550.2,376817,338741,54266,401594,NA,NA,NA,NA
