Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17
2021-01-03,"Sumter County, FL",FL,132420,545,5299,2182,3,121,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Nassau County, FL",FL,88625,516,4962,1462,0,66,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Citrus County, FL",FL,149657,473,6832,1740,23,274,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Martin County, FL",FL,161000,426,8014,2319,4,210,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Walton County, FL",FL,74071,381,5032,365,6,48,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Columbia County, FL",FL,71686,363,6135,1199,3,119,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Putnam County, FL",FL,74521,356,4119,1075,5,74,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Flagler County, FL",FL,115081,346,3874,857,0,48,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Gadsden County, FL",FL,45660,294,4098,710,0,59,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Highlands County, FL",FL,106221,288,5073,1469,7,206,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Jackson County, FL",FL,46414,261,4743,911,6,119,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Suwannee County, FL",FL,44417,253,4130,900,4,97,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Monroe County, FL",FL,74228,196,4333,802,1,35,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Wakulla County, FL",FL,33739,174,2183,339,4,25,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Hendry County, FL",FL,42022,166,3361,349,0,49,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Okeechobee County, FL",FL,42168,157,2491,640,0,51,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Holmes County, FL",FL,19617,144,1727,342,5,27,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Levy County, FL",FL,41503,143,1920,463,1,20,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Bradford County, FL",FL,28201,134,2224,658,0,23,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Baker County, FL",FL,29210,132,2527,456,0,36,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Washington County, FL",FL,25473,119,2017,374,0,30,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Calhoun County, FL",FL,14105,116,1272,262,2,29,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Taylor County, FL",FL,21569,108,2011,173,1,26,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Hardee County, FL",FL,26937,102,2146,288,0,20,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"DeSoto County, FL",FL,38001,100,2935,670,6,58,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Jefferson County, FL",FL,14246,87,1032,164,1,17,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Gulf County, FL",FL,13639,87,1351,92,0,27,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Hamilton County, FL",FL,14428,80,1293,267,3,15,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Dixie County, FL",FL,16826,70,1152,227,0,11,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Franklin County, FL",FL,12125,66,942,108,0,4,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Gilchrist County, FL",FL,18582,64,1038,202,4,25,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Madison County, FL",FL,18493,64,1573,296,0,33,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Union County, FL",FL,15237,60,1473,242,0,65,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Liberty County, FL",FL,8354,57,765,111,0,14,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Lafayette County, FL",FL,8422,22,1434,149,1,22,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Glades County, FL",FL,13811,15,775,55,0,11,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-03,"Unallocated, FL",FL,NA,-22,3045,21599,0,0,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Miami-Dade County, FL",FL,2716940,17428,305734,150085,101,4251,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Broward County, FL",FL,1952778,8113,141010,82811,55,1872,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Orange County, FL",FL,1393452,6115,79165,25624,22,750,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Hillsborough County, FL",FL,1471968,5667,80035,28568,32,1090,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Duval County, FL",FL,957755,5447,63743,22655,24,741,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Palm Beach County, FL",FL,1496770,5240,85479,35551,49,1909,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Pinellas County, FL",FL,974996,3650,46860,22194,37,1066,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Polk County, FL",FL,724777,3187,38843,17310,24,791,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Lee County, FL",FL,770577,2913,41916,10042,23,675,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Osceola County, FL",FL,375751,1933,26223,8143,5,291,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Pasco County, FL",FL,553947,1843,22879,10742,38,391,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Volusia County, FL",FL,553284,1803,23078,7919,31,455,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Escambia County, FL",FL,318316,1798,23206,5796,24,383,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Marion County, FL",FL,365579,1581,18611,7848,26,480,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Lake County, FL",FL,367118,1538,16261,7123,18,308,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Manatee County, FL",FL,403253,1514,22920,8939,25,435,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Brevard County, FL",FL,601942,1495,21640,6974,12,525,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Sarasota County, FL",FL,433742,1437,19271,8014,12,512,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Leon County, FL",FL,293582,1388,20094,5310,3,176,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Collier County, FL",FL,384902,1387,23070,6099,13,339,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Seminole County, FL",FL,471826,1385,18726,6980,7,316,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"St. Johns County, FL",FL,264672,1349,13756,5973,3,115,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Santa Rosa County, FL",FL,184313,1170,11656,1759,9,130,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"St. Lucie County, FL",FL,328297,1142,14921,6439,16,409,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Clay County, FL",FL,219252,1004,11798,4254,5,188,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Alachua County, FL",FL,269043,915,16335,6477,9,133,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Bay County, FL",FL,174705,903,12261,1531,11,213,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Okaloosa County, FL",FL,210738,887,13212,2096,8,232,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Indian River County, FL",FL,159923,792,7260,4411,7,162,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Charlotte County, FL",FL,188910,662,7727,3194,8,238,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Hernando County, FL",FL,193920,649,7677,3644,17,281,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Sumter County, FL",FL,132420,567,5350,3019,4,122,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Nassau County, FL",FL,88625,553,5041,2098,0,66,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Citrus County, FL",FL,149657,486,6903,2863,32,283,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Martin County, FL",FL,161000,419,8044,3466,3,210,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Walton County, FL",FL,74071,391,5072,617,7,50,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Flagler County, FL",FL,115081,389,3931,1370,0,48,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Columbia County, FL",FL,71686,352,6168,1840,3,119,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Putnam County, FL",FL,74521,350,4149,1755,7,76,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Highlands County, FL",FL,106221,332,5135,2323,7,206,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Gadsden County, FL",FL,45660,275,4106,1029,1,60,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Jackson County, FL",FL,46414,262,4754,1266,7,120,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Suwannee County, FL",FL,44417,257,4160,1331,3,97,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Monroe County, FL",FL,74228,197,4350,1241,1,35,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Hendry County, FL",FL,42022,178,3392,472,0,49,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Wakulla County, FL",FL,33739,167,2194,446,4,25,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Okeechobee County, FL",FL,42168,158,2503,874,0,51,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Levy County, FL",FL,41503,147,1938,709,1,20,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Baker County, FL",FL,29210,147,2544,579,0,36,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Holmes County, FL",FL,19617,145,1735,417,4,27,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Bradford County, FL",FL,28201,132,2235,871,0,23,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Washington County, FL",FL,25473,123,2030,476,0,30,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Calhoun County, FL",FL,14105,119,1278,368,2,29,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Taylor County, FL",FL,21569,108,2018,265,1,26,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"DeSoto County, FL",FL,38001,107,2946,906,6,58,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Hardee County, FL",FL,26937,100,2156,427,0,20,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Gulf County, FL",FL,13639,91,1359,159,0,27,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Jefferson County, FL",FL,14246,81,1036,349,1,17,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Hamilton County, FL",FL,14428,79,1299,338,3,15,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Dixie County, FL",FL,16826,71,1154,370,0,11,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Franklin County, FL",FL,12125,71,948,152,0,4,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Union County, FL",FL,15237,66,1480,317,0,65,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Gilchrist County, FL",FL,18582,63,1040,397,3,25,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Madison County, FL",FL,18493,60,1574,502,0,33,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Liberty County, FL",FL,8354,51,765,163,0,14,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Lafayette County, FL",FL,8422,23,1436,176,1,22,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Glades County, FL",FL,13811,20,781,69,0,11,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,"Unallocated, FL",FL,NA,-15,3065,32788,0,0,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Miami-Dade County, FL",FL,2716940,17896,308259,150524,101,4256,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Broward County, FL",FL,1952778,8513,141993,84032,54,1882,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Orange County, FL",FL,1393452,6362,80053,28017,19,751,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Hillsborough County, FL",FL,1471968,5798,80586,29955,28,1092,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Duval County, FL",FL,957755,5734,64225,22893,31,753,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Palm Beach County, FL",FL,1496770,5410,86275,36997,55,1921,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Pinellas County, FL",FL,974996,3727,47207,23530,44,1079,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Polk County, FL",FL,724777,3326,39268,18864,24,791,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Lee County, FL",FL,770577,3036,42368,10683,28,680,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Osceola County, FL",FL,375751,2038,26550,8364,5,291,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Escambia County, FL",FL,318316,1871,23378,6205,24,384,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Volusia County, FL",FL,553284,1864,23229,8816,27,457,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Pasco County, FL",FL,553947,1860,23082,11498,34,394,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Brevard County, FL",FL,601942,1682,22037,7673,12,525,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Lake County, FL",FL,367118,1642,16483,7835,25,318,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Marion County, FL",FL,365579,1616,18741,8346,29,485,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Manatee County, FL",FL,403253,1505,23044,8756,24,436,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Sarasota County, FL",FL,433742,1493,19409,8312,10,512,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Seminole County, FL",FL,471826,1441,18886,7325,5,316,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Leon County, FL",FL,293582,1426,20168,6174,3,176,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"St. Johns County, FL",FL,264672,1377,13858,6053,5,117,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Santa Rosa County, FL",FL,184313,1197,11772,1890,8,130,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Collier County, FL",FL,384902,1193,23197,6457,13,341,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"St. Lucie County, FL",FL,328297,1172,15036,6459,16,409,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Clay County, FL",FL,219252,1057,11886,4580,5,188,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Alachua County, FL",FL,269043,964,16437,6577,8,136,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Bay County, FL",FL,174705,957,12360,1657,10,213,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Okaloosa County, FL",FL,210738,861,13268,2209,8,232,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Indian River County, FL",FL,159923,804,7357,4461,6,162,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Charlotte County, FL",FL,188910,679,7807,3597,10,241,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Hernando County, FL",FL,193920,671,7745,3595,17,281,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Nassau County, FL",FL,88625,603,5124,2161,0,66,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Sumter County, FL",FL,132420,584,5403,3191,4,122,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Citrus County, FL",FL,149657,488,6955,2921,23,283,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Martin County, FL",FL,161000,453,8109,3774,3,210,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Walton County, FL",FL,74071,406,5113,629,7,50,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Flagler County, FL",FL,115081,394,3959,1455,0,48,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Columbia County, FL",FL,71686,349,6186,1935,2,119,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Putnam County, FL",FL,74521,342,4161,1714,9,80,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Highlands County, FL",FL,106221,332,5154,2424,7,206,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Gadsden County, FL",FL,45660,286,4122,1113,1,60,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Jackson County, FL",FL,46414,270,4772,1331,5,120,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Suwannee County, FL",FL,44417,266,4179,1347,3,97,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Monroe County, FL",FL,74228,204,4372,1299,0,35,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Hendry County, FL",FL,42022,199,3434,470,0,49,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Wakulla County, FL",FL,33739,173,2205,520,4,25,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Okeechobee County, FL",FL,42168,166,2513,880,3,54,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Levy County, FL",FL,41503,165,1963,718,1,20,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Holmes County, FL",FL,19617,143,1746,379,5,29,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Washington County, FL",FL,25473,141,2048,479,0,30,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Baker County, FL",FL,29210,138,2552,527,0,36,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Bradford County, FL",FL,28201,129,2247,831,0,23,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Taylor County, FL",FL,21569,118,2032,279,2,27,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Calhoun County, FL",FL,14105,118,1287,373,1,29,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"DeSoto County, FL",FL,38001,106,2949,916,6,58,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Hardee County, FL",FL,26937,98,2155,441,0,20,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Gulf County, FL",FL,13639,90,1363,159,1,28,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Jefferson County, FL",FL,14246,83,1040,380,1,17,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Hamilton County, FL",FL,14428,81,1305,335,3,15,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Franklin County, FL",FL,12125,72,950,159,0,4,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Dixie County, FL",FL,16826,70,1158,371,0,11,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Union County, FL",FL,15237,65,1481,321,0,65,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,"Gilchrist County, FL",FL,18582,62,1046,408,2,25,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
